strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
190603020403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020808,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020809,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020810,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020811,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603020908,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021211,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021212,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021213,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021309,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603021908,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022007,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603022209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030409,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030410,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603030907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031006,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031007,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031008,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031707,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031708,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031709,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031710,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031806,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031807,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031808,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031904,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031905,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031906,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031907,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603031908,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
190603040706,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
