strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
170103010604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103010701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103010702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103010703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103010704,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103010705,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103030406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040701,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040702,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040703,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040801,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040802,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040803,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040804,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040805,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040901,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040902,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103040903,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041001,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041002,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041003,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041004,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041005,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103041104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050200,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103050402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103060306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103070404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170103080306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010208,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010209,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010210,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010306,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010307,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010308,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010309,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010407,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010408,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010409,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010410,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010411,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010412,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010509,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200010611,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020501,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020502,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020503,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020504,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020505,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020506,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020507,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020508,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020601,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020602,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020603,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020604,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020605,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020606,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020607,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020608,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020609,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200020610,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030109,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030110,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200030406,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040207,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040301,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040302,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040303,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040304,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040305,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040401,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040402,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040403,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040404,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200040405,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050101,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050102,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050103,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050104,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050105,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050106,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050107,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050108,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050201,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050202,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050203,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050204,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050205,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
170200050206,mCALYx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
