model;dataset;n_time_steps;MSE;RMSE;MAE;MAPE;sMAPE;Duration;Best Params
SVR;Sunspot Numbers;23;250061,60050498563;500,0615967108308;294,5278401806645;50,37937014187366;38,91;5,515077590942383;{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;Canadian Lynx;21;1745608,1336271446;1321,2146432836507;582,586403253598;144,65911291322462;39,27;0,1149618625640869;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;20;1762931,9739080984;1327,754485553748;575,2486456608917;143,98324700171878;39,42;0,1046211719512939;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;19;1819150,724550042;1348,758957171385;557,5239576124471;141,6870290803758;39,96;0,1150524616241455;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;18;1825215,50582986;1351,0053685422054;556,2537061841431;144,50355513124703;40,27;0,1149280071258544;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;16;1947054,5714429845;1395,368973226431;543,2508732606709;137,74785193522524;40,8;0,1234016418457031;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;15;1919990,5610122865;1385,6372400496048;584,3199990831821;142,9556006402915;40,8;0,1163461208343505;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;23;633875,7800196707;796,1631616821207;529,7365531132549;114,40863993102224;41,95;0,1176230907440185;{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;IBM Stock prices;0;12371,080236837606;111,22535788585984;77,49;58,81243004524694;42,36;11,908713340759276;{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;Sunspot Numbers;19;273199,9631189647;522,6853385345381;330,28110313961554;54,047959247427166;42,53;6,768276929855347;{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;Canadian Lynx;24;902368,761818164;949,9309247614608;712,1764723102106;131,6315875249632;42,96;0,128385305404663;{'C': 1255555, 'epsilon': 0.1, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;10;2245707,260404501;1498,5684036454595;567,1562320732309;144,3478400085977;43,67;0,1010687351226806;{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;6;2613572,2593008727;1616,6546505982262;682,1021859602834;145,54344375996897;45,41;0,1143841743469238;{'C': 12550, 'epsilon': 0.001, 'gamma': 1e-08, 'kernel': 'rbf'}
SVR;Canadian Lynx;0;2751586,340270149;1658,7906258084984;805,1275539643952;153,8099131470031;47,29;3,60174560546875;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;Sunspot Numbers;17;395988,5011098711;629,2761723678016;455,4106148235478;72,6983676509737;62,04;5,263415575027466;{'C': 12550, 'epsilon': 0.01, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;Sunspot Numbers;0;339193,0564356461;582,4028300374631;488,0014278146191;74,0078716584455;70,01;16,106768369674683;{'C': 12550, 'epsilon': 0.0001, 'gamma': 1e-05, 'kernel': 'rbf'}
SVR;TSLA Stock prices;0;83858,13694993765;289,5826944931925;243,68;92,79627006545806;86,64;3,7529799938201904;{'C': 12550, 'epsilon': 0.1, 'gamma': 1e-05, 'kernel': 'rbf'}
